,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAME-ID
1846,LA Clippers,41,85,48.2,6,25,24.0,13,16,81.3,11,26,37,20,7,5,14,17,101,10,0,924
1847,Chicago Bulls,35,83,42.2,6,17,35.3,15,20,75.0,14,31,45,26,11,0,19,24,91,-10,1,924
1848,Charlotte Hornets,41,90,45.6,16,27,59.3,14,17,82.4,13,30,43,25,8,6,5,18,112,10,0,925
1849,Denver Nuggets,36,80,45.0,9,30,30.0,21,25,84.0,11,34,45,21,5,3,13,20,102,-10,1,925
1850,Memphis Grizzlies,43,97,44.3,8,28,28.6,14,21,66.7,17,29,46,26,8,6,13,24,108,-15,0,926
1851,Houston Rockets,39,78,50.0,18,42,42.9,27,36,75.0,10,33,43,25,10,4,14,20,123,15,1,926
1852,Minnesota Timberwolves,35,89,39.3,4,16,25.0,16,22,72.7,16,39,55,24,6,3,14,20,90,-7,0,927
1853,San Antonio Spurs,38,94,40.4,6,24,25.0,15,24,62.5,17,32,49,16,10,8,12,17,97,7,1,927
1854,Brooklyn Nets,45,86,52.3,14,30,46.7,12,17,70.6,8,23,31,24,7,6,13,22,116,-14,0,928
1855,Portland Trail Blazers,49,86,57.0,16,25,64.0,16,22,72.7,6,31,37,29,9,6,12,13,130,14,1,928
1856,Indiana Pacers,35,78,44.9,15,33,45.5,12,21,57.1,9,35,44,24,6,4,15,22,97,1,0,929
1857,Atlanta Hawks,34,77,44.2,9,27,33.3,19,31,61.3,11,33,44,21,12,1,14,19,96,-1,1,929
1858,Golden State Warriors,40,88,45.5,13,35,37.1,19,23,82.6,11,24,35,21,11,3,8,18,112,7,0,930
1859,New York Knicks,39,83,47.0,7,22,31.8,20,25,80.0,12,35,47,18,5,6,15,20,105,-7,1,930
1860,Boston Celtics,32,85,37.6,13,37,35.1,29,40,72.5,14,40,54,19,6,6,12,28,106,-3,0,931
1861,Phoenix Suns,42,94,44.7,4,20,20.0,21,26,80.8,10,40,50,16,7,10,11,29,109,3,1,931
1862,Orlando Magic,44,89,49.4,14,35,40.0,12,19,63.2,13,30,43,16,9,3,14,18,114,-1,0,932
1863,Washington Wizards,39,81,48.1,14,26,53.8,23,25,92.0,10,28,38,26,9,6,12,16,115,1,1,932
1864,Utah Jazz,41,90,45.6,10,33,30.3,18,27,66.7,12,35,47,24,8,3,13,15,110,1,0,933
1865,Sacramento Kings,43,83,51.8,8,17,47.1,15,20,75.0,5,32,37,24,8,3,12,21,109,-1,1,933
1866,Oklahoma City Thunder,33,82,40.2,2,22,9.1,21,30,70.0,13,36,49,19,4,2,15,21,89,-15,0,934
1867,Dallas Mavericks,42,86,48.8,7,25,28.0,13,16,81.3,5,32,37,24,6,2,8,20,104,15,1,934
1868,New Orleans Pelicans,36,89,40.4,9,24,37.5,24,35,68.6,13,31,44,23,12,5,13,12,105,8,0,935
1869,Los Angeles Lakers,38,83,45.8,10,28,35.7,11,15,73.3,11,38,49,22,7,5,25,24,97,-8,1,935
1870,Milwaukee Bucks,41,83,49.4,14,33,42.4,16,20,80.0,9,32,41,28,7,7,12,16,112,14,0,936
1871,Philadelphia 76ers,39,89,43.8,8,30,26.7,12,19,63.2,14,28,42,30,5,3,12,20,98,-14,1,936
1872,New York Knicks,40,86,46.5,6,14,42.9,27,28,96.4,12,33,45,26,6,1,9,23,113,8,0,937
1873,Orlando Magic,40,85,47.1,9,32,28.1,16,24,66.7,11,31,42,23,4,5,13,23,105,-8,1,937
1874,Miami Heat,39,91,42.9,16,35,45.7,12,14,85.7,8,30,38,23,7,6,7,19,106,8,0,938
1875,Cleveland Cavaliers,35,78,44.9,9,27,33.3,19,29,65.5,11,41,52,15,3,6,17,15,98,-8,1,938
1876,Golden State Warriors,41,87,47.1,20,44,45.5,17,22,77.3,13,30,43,33,10,4,14,22,119,8,0,939
1877,Atlanta Hawks,38,82,46.3,13,28,46.4,22,31,71.0,14,33,47,19,6,6,19,23,111,-8,1,939
1878,Chicago Bulls,34,83,41.0,8,28,28.6,19,21,90.5,7,30,37,21,3,5,10,20,95,-14,0,940
1879,Detroit Pistons,45,92,48.9,6,21,28.6,13,20,65.0,10,38,48,26,7,3,6,19,109,14,1,940
1880,Brooklyn Nets,39,73,53.4,14,30,46.7,30,38,78.9,7,34,41,16,12,5,16,27,122,13,0,941
1881,Memphis Grizzlies,34,77,44.2,10,25,40.0,31,39,79.5,8,29,37,23,7,2,15,29,109,-13,1,941
1882,Indiana Pacers,37,81,45.7,12,30,40.0,2,3,66.7,6,35,41,29,3,5,15,17,88,-12,0,942
1883,Charlotte Hornets,35,86,40.7,11,31,35.5,19,21,90.5,13,37,50,21,10,2,10,8,100,12,1,942
1884,Houston Rockets,41,88,46.6,14,39,35.9,14,17,82.4,7,36,43,19,3,3,12,20,110,-2,0,943
1885,San Antonio Spurs,40,88,45.5,11,28,39.3,21,23,91.3,9,35,44,24,6,6,9,13,112,2,1,943
1886,Sacramento Kings,36,83,43.4,6,16,37.5,18,21,85.7,11,29,40,20,9,1,15,18,96,-12,0,944
1887,Denver Nuggets,37,74,50.0,13,30,43.3,21,28,75.0,7,33,40,28,11,2,17,18,108,12,1,944
1888,New Orleans Pelicans,30,84,35.7,10,33,30.3,13,18,72.2,13,34,47,16,11,3,20,15,83,-5,0,945
1889,Utah Jazz,33,81,40.7,10,27,37.0,12,15,80.0,12,34,46,16,10,2,19,17,88,5,1,945
1890,Boston Celtics,34,83,41.0,10,35,28.6,24,29,82.8,7,30,37,22,9,2,11,31,102,-14,0,946
1891,LA Clippers,39,73,53.4,9,20,45.0,29,47,61.7,8,39,47,23,7,5,13,24,116,14,1,946
1892,Portland Trail Blazers,47,85,55.3,11,23,47.8,21,27,77.8,12,24,36,24,7,5,11,23,126,5,0,947
1893,Oklahoma City Thunder,44,85,51.8,10,25,40.0,23,30,76.7,12,27,39,16,4,1,17,25,121,-5,1,947
1894,Los Angeles Lakers,42,90,46.7,11,30,36.7,16,22,72.7,11,33,44,25,9,3,11,20,111,-11,0,948
1895,Dallas Mavericks,45,83,54.2,17,31,54.8,15,19,78.9,6,35,41,25,5,5,14,17,122,11,1,948
1896,Washington Wizards,41,90,45.6,7,18,38.9,42,53,79.2,9,35,44,19,15,4,11,21,131,4,0,949
1897,Phoenix Suns,44,88,50.0,13,27,48.1,26,33,78.8,9,40,49,23,5,8,19,32,127,-4,1,949
1898,Chicago Bulls,36,81,44.4,12,28,42.9,7,11,63.6,9,35,44,24,3,4,16,16,91,-7,0,950
1899,Orlando Magic,37,89,41.6,7,25,28.0,17,21,81.0,15,33,48,21,10,4,9,17,98,7,1,950
1900,Brooklyn Nets,37,80,46.3,11,33,33.3,20,25,80.0,5,35,40,28,7,11,22,25,105,-5,0,951
1901,Atlanta Hawks,41,95,43.2,4,20,20.0,24,32,75.0,11,36,47,19,12,7,15,22,110,5,1,951
1902,Charlotte Hornets,37,80,46.3,7,21,33.3,20,21,95.2,6,33,39,14,7,8,12,17,101,-7,0,952
1903,Miami Heat,37,85,43.5,17,41,41.5,17,24,70.8,13,33,46,22,8,7,12,18,108,7,1,952
1904,New York Knicks,39,84,46.4,7,21,33.3,8,12,66.7,10,33,43,22,4,6,15,20,93,-11,0,953
1905,Milwaukee Bucks,37,86,43.0,8,26,30.8,22,28,78.6,12,34,46,26,9,4,8,13,104,11,1,953
1906,Toronto Raptors,36,76,47.4,8,21,38.1,14,23,60.9,8,34,42,21,6,6,11,18,94,7,0,954
1907,New Orleans Pelicans,34,80,42.5,9,29,31.0,10,13,76.9,8,32,40,22,6,3,14,20,87,-7,1,954
1908,Utah Jazz,41,76,53.9,12,31,38.7,21,24,87.5,10,35,45,21,2,4,16,23,115,7,0,955
1909,Houston Rockets,35,79,44.3,8,32,25.0,30,40,75.0,10,21,31,22,9,4,8,20,108,-7,1,955
1910,LA Clippers,35,83,42.2,9,24,37.5,12,18,66.7,10,26,36,18,9,3,16,18,91,-16,0,956
1911,Minnesota Timberwolves,42,86,48.8,5,20,25.0,18,20,90.0,14,36,50,26,10,4,12,23,107,16,1,956
1912,Detroit Pistons,39,89,43.8,7,26,26.9,13,22,59.1,11,34,45,20,4,4,10,18,98,-17,0,957
1913,Indiana Pacers,44,88,50.0,11,23,47.8,16,19,84.2,9,37,46,27,3,2,5,18,115,17,1,957
1914,Sacramento Kings,42,86,48.8,7,19,36.8,13,16,81.3,5,37,42,20,7,3,13,22,104,-10,0,958
1915,San Antonio Spurs,42,84,50.0,14,29,48.3,16,21,76.2,6,37,43,33,9,5,12,15,114,10,1,958
1916,Washington Wizards,50,88,56.8,11,26,42.3,12,19,63.2,8,35,43,31,10,0,11,16,123,10,0,959
1917,Denver Nuggets,46,87,52.9,13,28,46.4,8,17,47.1,10,29,39,31,6,2,16,16,113,-10,1,959
1918,Boston Celtics,37,84,44.0,10,29,34.5,15,19,78.9,9,36,45,28,12,1,12,10,99,13,0,960
1919,Golden State Warriors,37,84,44.0,6,30,20.0,6,9,66.7,12,34,46,23,8,12,17,20,86,-13,1,960
1920,Cleveland Cavaliers,39,84,46.4,11,39,28.2,12,19,63.2,8,34,42,24,4,1,9,17,101,-5,0,961
1921,Detroit Pistons,41,88,46.6,9,26,34.6,15,19,78.9,11,34,45,22,6,1,7,15,106,5,1,961
1922,LA Clippers,40,78,51.3,11,30,36.7,23,28,82.1,7,40,47,24,2,4,14,18,114,16,0,962
1923,Memphis Grizzlies,37,83,44.6,7,20,35.0,17,22,77.3,6,28,34,26,6,2,9,22,98,-16,1,962
1924,San Antonio Spurs,35,84,41.7,6,19,31.6,16,20,80.0,13,28,41,15,8,8,15,16,92,-10,0,963
1925,Oklahoma City Thunder,41,89,46.1,6,20,30.0,14,21,66.7,15,33,48,23,10,3,11,22,102,10,1,963
1926,Philadelphia 76ers,41,94,43.6,11,29,37.9,15,20,75.0,12,32,44,18,10,3,16,29,108,-6,0,964
1927,Portland Trail Blazers,40,88,45.5,6,21,28.6,28,33,84.8,16,39,55,25,8,12,19,22,114,6,1,964
1928,Los Angeles Lakers,47,98,48.0,12,27,44.4,16,24,66.7,14,28,42,21,11,7,9,20,122,12,0,965
1929,Phoenix Suns,42,91,46.2,6,19,31.6,20,25,80.0,18,36,54,20,7,10,19,24,110,-12,1,965
1930,Orlando Magic,31,76,40.8,5,27,18.5,14,22,63.6,8,23,31,19,4,2,10,24,81,-40,0,966
1931,Charlotte Hornets,47,79,59.5,10,21,47.6,17,20,85.0,6,37,43,34,6,5,7,17,121,40,1,966
1932,Houston Rockets,37,89,41.6,15,47,31.9,26,32,81.3,11,43,54,26,11,4,17,15,115,21,0,967
1933,Chicago Bulls,38,98,38.8,9,39,23.1,9,12,75.0,11,38,49,24,9,4,18,21,94,-21,1,967
1934,Indiana Pacers,33,75,44.0,2,18,11.1,17,22,77.3,8,28,36,15,14,3,18,24,85,-14,0,968
1935,Milwaukee Bucks,33,64,51.6,7,17,41.2,26,30,86.7,5,29,34,17,13,6,20,21,99,14,1,968
1936,Golden State Warriors,41,88,46.6,7,24,29.2,13,17,76.5,12,31,43,25,9,5,12,21,102,-1,0,969
1937,Minnesota Timberwolves,39,88,44.3,4,14,28.6,21,27,77.8,14,32,46,21,6,3,11,18,103,1,1,969
1938,Toronto Raptors,37,92,40.2,4,25,16.0,21,27,77.8,16,30,46,19,17,5,11,28,99,-6,0,970
1939,Atlanta Hawks,39,75,52.0,8,22,36.4,19,29,65.5,8,37,45,24,8,6,21,20,105,6,1,970
1940,Boston Celtics,34,81,42.0,12,33,36.4,19,23,82.6,9,25,34,19,11,2,18,23,99,-20,0,971
1941,Denver Nuggets,45,85,52.9,12,31,38.7,17,22,77.3,11,39,50,24,11,4,18,18,119,20,1,971
1942,Brooklyn Nets,34,78,43.6,9,31,29.0,19,23,82.6,4,31,35,23,9,2,12,28,96,-9,0,972
1943,Dallas Mavericks,33,78,42.3,14,33,42.4,25,28,89.3,7,40,47,16,5,0,15,18,105,9,1,972
1944,Washington Wizards,52,104,50.0,9,26,34.6,17,19,89.5,12,40,52,29,7,5,9,22,130,8,0,973
1945,Sacramento Kings,44,92,47.8,12,23,52.2,22,28,78.6,8,32,40,27,5,1,10,21,122,-8,1,973
1946,Utah Jazz,36,75,48.0,9,20,45.0,23,28,82.1,7,29,36,15,9,2,12,17,104,-8,0,974
1947,Oklahoma City Thunder,43,86,50.0,8,23,34.8,18,24,75.0,12,31,43,23,7,7,12,20,112,8,1,974
1948,Philadelphia 76ers,40,84,47.6,10,30,33.3,10,14,71.4,7,34,41,28,11,1,16,23,100,-12,0,975
1949,LA Clippers,40,81,49.4,8,25,32.0,24,29,82.8,8,33,41,25,13,3,13,13,112,12,1,975
1950,New York Knicks,36,82,43.9,13,30,43.3,7,11,63.6,8,36,44,26,4,7,18,18,92,-20,0,976
1951,Detroit Pistons,46,96,47.9,9,27,33.3,11,19,57.9,14,37,51,27,14,6,7,15,112,20,1,976
1952,New Orleans Pelicans,50,99,50.5,14,34,41.2,11,16,68.8,9,38,47,33,4,4,10,16,125,3,0,977
1953,Charlotte Hornets,46,102,45.1,13,46,28.3,17,20,85.0,11,39,50,32,5,1,9,14,122,-3,1,977
1954,Cleveland Cavaliers,43,86,50.0,15,39,38.5,15,25,60.0,9,43,52,30,1,6,9,18,116,12,0,978
1955,Orlando Magic,38,96,39.6,4,21,19.0,24,28,85.7,14,38,52,17,6,1,5,21,104,-12,1,978
1956,Minnesota Timberwolves,37,81,45.7,5,13,38.5,16,21,76.2,11,27,38,21,4,4,12,22,95,-7,0,979
1957,Milwaukee Bucks,37,80,46.3,8,20,40.0,20,23,87.0,11,29,40,19,5,6,9,23,102,7,1,979
1958,Toronto Raptors,33,88,37.5,2,15,13.3,21,25,84.0,16,32,48,7,6,5,12,20,89,-15,0,980
1959,Miami Heat,35,72,48.6,11,28,39.3,23,33,69.7,3,32,35,21,8,10,12,19,104,15,1,980
1960,Golden State Warriors,33,92,35.9,5,17,29.4,14,23,60.9,20,29,49,19,10,4,15,16,85,-22,0,981
1961,San Antonio Spurs,40,77,51.9,12,27,44.4,15,18,83.3,7,39,46,27,6,7,18,18,107,22,1,981
1962,Atlanta Hawks,36,72,50.0,15,30,50.0,20,26,76.9,6,40,46,22,9,6,18,23,107,17,0,982
1963,Memphis Grizzlies,34,90,37.8,5,29,17.2,17,23,73.9,13,28,41,22,11,3,13,21,90,-17,1,982
1964,Phoenix Suns,38,83,45.8,6,21,28.6,18,20,90.0,5,35,40,18,5,7,11,24,100,2,0,983
1965,Dallas Mavericks,28,74,37.8,9,26,34.6,33,36,91.7,10,38,48,17,2,4,13,17,98,-2,1,983
1966,Washington Wizards,47,90,52.2,12,25,48.0,19,28,67.9,9,37,46,27,5,4,11,20,125,1,0,984
1967,Portland Trail Blazers,48,94,51.1,16,32,50.0,12,16,75.0,7,36,43,26,4,5,14,19,124,-1,1,984
1968,Denver Nuggets,40,85,47.1,9,34,26.5,16,18,88.9,9,35,44,21,8,8,9,16,105,13,0,985
1969,Sacramento Kings,36,82,43.9,8,23,34.8,12,20,60.0,10,31,41,24,4,2,12,15,92,-13,1,985
1970,Chicago Bulls,33,87,37.9,7,25,28.0,7,9,77.8,12,28,40,18,13,3,17,10,80,-20,0,986
1971,Boston Celtics,40,86,46.5,16,37,43.2,4,4,100,12,39,51,22,14,5,21,14,100,20,1,986
1972,New York Knicks,39,94,41.5,8,23,34.8,26,32,81.3,11,32,43,22,5,8,9,20,112,-8,0,987
1973,Brooklyn Nets,40,87,46.0,19,38,50.0,21,29,72.4,13,42,55,23,7,3,12,23,120,8,1,987
1974,Miami Heat,39,94,41.5,9,32,28.1,11,16,68.8,19,35,54,18,4,4,8,22,98,-4,0,988
1975,Indiana Pacers,35,82,42.7,5,15,33.3,27,32,84.4,11,35,46,12,2,4,9,15,102,4,1,988
1976,Portland Trail Blazers,43,86,50.0,7,22,31.8,17,25,68.0,9,40,49,14,7,5,14,24,110,9,0,989
1977,Phoenix Suns,41,93,44.1,5,14,35.7,14,20,70.0,6,35,41,20,5,3,9,21,101,-9,1,989
1978,Cleveland Cavaliers,42,80,52.5,17,43,39.5,11,13,84.6,4,34,38,24,3,7,15,23,112,-5,0,990
1979,Houston Rockets,41,96,42.7,16,45,35.6,19,28,67.9,20,32,52,25,10,4,6,17,117,5,1,990
1980,Philadelphia 76ers,41,79,51.9,10,24,41.7,26,32,81.3,4,30,34,28,8,4,16,24,118,2,0,991
1981,Los Angeles Lakers,44,88,50.0,4,20,20.0,24,28,85.7,7,33,40,24,10,10,15,21,116,-2,1,991
1982,Chicago Bulls,41,92,44.6,14,40,35.0,19,22,86.4,12,38,50,29,6,5,10,20,115,6,0,992
1983,Charlotte Hornets,43,93,46.2,7,29,24.1,16,19,84.2,11,33,44,25,4,3,6,18,109,-6,1,992
1984,Dallas Mavericks,31,85,36.5,7,25,28.0,9,13,69.2,7,27,34,21,4,6,7,19,78,-22,0,993
1985,Toronto Raptors,37,78,47.4,9,25,36.0,17,18,94.4,9,46,55,19,7,6,12,16,100,22,1,993
1986,Milwaukee Bucks,31,67,46.3,14,26,53.8,17,20,85.0,8,24,32,21,6,5,16,21,93,-20,0,994
1987,Memphis Grizzlies,41,79,51.9,14,27,51.9,17,23,73.9,11,26,37,30,11,0,12,20,113,20,1,994
1988,Atlanta Hawks,37,81,45.7,6,22,27.3,19,30,63.3,6,30,36,27,13,3,16,20,99,-8,0,995
1989,San Antonio Spurs,39,81,48.1,16,34,47.1,13,17,76.5,7,37,44,31,6,9,21,22,107,8,1,995
1990,Washington Wizards,36,84,42.9,7,26,26.9,25,31,80.6,8,30,38,15,10,2,15,25,104,-15,0,996
1991,Minnesota Timberwolves,45,86,52.3,10,21,47.6,19,22,86.4,8,38,46,27,8,7,15,24,119,15,1,996
1992,LA Clippers,39,78,50.0,12,30,40.0,18,23,78.3,3,25,28,16,4,2,6,22,108,-6,0,997
1993,Utah Jazz,41,78,52.6,14,21,66.7,18,22,81.8,8,34,42,22,1,3,7,22,114,6,1,997
1994,Orlando Magic,45,98,45.9,13,34,38.2,12,12,100,9,35,44,32,10,4,12,18,115,-5,0,998
1995,Sacramento Kings,44,82,53.7,16,30,53.3,16,21,76.2,2,39,41,24,8,6,15,14,120,5,1,998
1996,Los Angeles Lakers,42,97,43.3,6,20,30.0,11,19,57.9,16,30,46,17,10,3,16,21,101,-28,0,999
1997,Denver Nuggets,45,84,53.6,17,38,44.7,22,25,88.0,6,36,42,36,9,7,15,18,129,28,1,999
1998,Detroit Pistons,37,99,37.4,4,19,21.1,18,19,94.7,16,29,45,20,6,1,8,19,96,-32,0,1000
1999,Cleveland Cavaliers,46,77,59.7,19,30,63.3,17,23,73.9,3,38,41,29,4,3,9,18,128,32,1,1000
2000,Oklahoma City Thunder,44,89,49.4,10,22,45.5,24,34,70.6,13,31,44,30,13,6,13,27,122,18,0,1001
2001,Brooklyn Nets,33,71,46.5,12,24,50.0,26,30,86.7,4,28,32,20,6,6,18,23,104,-18,1,1001
2002,Indiana Pacers,32,87,36.8,8,29,27.6,9,15,60.0,14,39,53,16,6,3,16,14,81,-6,0,1002
2003,New York Knicks,35,83,42.2,9,28,32.1,8,13,61.5,11,41,52,21,8,4,14,15,87,6,1,1002
2004,Portland Trail Blazers,23,76,30.3,11,32,34.4,20,26,76.9,8,40,48,13,3,1,16,20,77,-23,0,1003
2005,New Orleans Pelicans,38,80,47.5,6,21,28.6,18,30,60.0,4,45,49,19,10,8,5,18,100,23,1,1003
2006,Philadelphia 76ers,39,89,43.8,8,27,29.6,18,27,66.7,13,39,52,28,10,10,21,26,104,-2,0,1004
2007,Golden State Warriors,32,88,36.4,14,32,43.8,28,35,80.0,13,30,43,24,12,11,18,24,106,2,1,1004
2008,Dallas Mavericks,40,79,50.6,14,32,43.8,18,25,72.0,5,35,40,24,5,1,10,22,112,5,0,1005
2009,Washington Wizards,40,82,48.8,12,30,40.0,15,21,71.4,5,37,42,30,4,1,12,23,107,-5,1,1005
2010,Charlotte Hornets,32,80,40.0,3,23,13.0,10,13,76.9,3,27,30,15,9,4,10,13,77,-21,0,1006
2011,Indiana Pacers,39,73,53.4,12,28,42.9,8,9,88.9,3,39,42,26,8,6,14,15,98,21,1,1006
2012,Minnesota Timberwolves,40,91,44.0,8,27,29.6,16,20,80.0,15,27,42,26,4,1,8,21,104,-13,0,1007
2013,Boston Celtics,43,79,54.4,13,33,39.4,18,21,85.7,5,32,37,34,2,5,10,16,117,13,1,1007
2014,New Orleans Pelicans,42,88,47.7,9,22,40.9,19,28,67.9,8,30,38,21,9,5,13,13,112,-8,0,1008
2015,Miami Heat,44,87,50.6,16,35,45.7,16,19,84.2,12,33,45,23,9,3,15,22,120,8,1,1008
2016,Utah Jazz,36,77,46.8,13,28,46.4,12,16,75.0,6,37,43,28,6,5,15,15,97,14,0,1009
2017,Detroit Pistons,36,86,41.9,3,13,23.1,8,12,66.7,8,31,39,14,6,4,7,18,83,-14,1,1009
2018,Memphis Grizzlies,36,85,42.4,11,31,35.5,15,18,83.3,14,38,52,26,2,3,11,19,98,7,0,1010
2019,Chicago Bulls,34,91,37.4,11,28,39.3,12,15,80.0,14,31,45,22,6,6,5,19,91,-7,1,1010
2020,Los Angeles Lakers,42,91,46.2,3,25,12.0,13,18,72.2,9,29,38,16,10,0,22,25,100,-39,0,1011
2021,Houston Rockets,50,91,54.9,18,43,41.9,21,32,65.6,13,37,50,37,13,4,19,21,139,39,1,1011
2022,Portland Trail Blazers,38,80,47.5,9,22,40.9,25,28,89.3,8,31,39,21,10,1,11,16,110,4,0,1012
2023,San Antonio Spurs,42,88,47.7,11,26,42.3,11,15,73.3,10,31,41,28,7,5,14,20,106,-4,1,1012
2024,Sacramento Kings,38,79,48.1,6,14,42.9,25,34,73.5,8,40,48,22,8,11,18,18,107,6,0,1013
2025,Phoenix Suns,43,107,40.2,6,25,24.0,9,14,64.3,16,31,47,24,9,11,13,25,101,-6,1,1013
2026,Milwaukee Bucks,34,76,44.7,10,29,34.5,19,25,76.0,4,32,36,22,8,2,11,25,97,1,0,1014
2027,LA Clippers,35,75,46.7,5,24,20.8,21,29,72.4,6,36,42,23,3,4,15,20,96,-1,1,1014
2028,Utah Jazz,34,82,41.5,5,21,23.8,10,14,71.4,10,37,47,18,6,3,16,16,83,-8,0,1015
2029,Cleveland Cavaliers,36,86,41.9,9,33,27.3,10,19,52.6,11,41,52,14,6,2,10,12,91,8,1,1015
2030,Oklahoma City Thunder,47,88,53.4,14,25,56.0,15,19,78.9,10,37,47,33,10,1,18,22,123,21,0,1016
2031,Toronto Raptors,37,81,45.7,5,20,25.0,23,30,76.7,6,26,32,15,10,10,14,20,102,-21,1,1016
2032,Brooklyn Nets,41,86,47.7,10,32,31.3,29,35,82.9,13,38,51,19,5,2,13,23,121,11,0,1017
2033,New York Knicks,41,88,46.6,3,18,16.7,25,26,96.2,5,29,34,20,6,4,7,26,110,-11,1,1017
2034,Memphis Grizzlies,39,92,42.4,10,28,35.7,15,18,83.3,16,32,48,29,7,5,11,25,103,12,0,1018
2035,Atlanta Hawks,29,71,40.8,8,27,29.6,25,34,73.5,8,30,38,19,6,9,17,17,91,-12,1,1018
2036,LA Clippers,44,84,52.4,16,32,50.0,10,15,66.7,4,30,34,26,5,4,9,19,114,-15,0,1019
2037,Denver Nuggets,46,86,53.5,15,28,53.6,22,26,84.6,11,37,48,31,7,2,10,14,129,15,1,1019
2038,Orlando Magic,35,94,37.2,7,27,25.9,15,21,71.4,16,33,49,15,7,4,19,21,92,-30,0,1020
2039,Golden State Warriors,50,87,57.5,10,26,38.5,12,23,52.2,7,40,47,36,14,9,12,18,122,30,1,1020
2040,Dallas Mavericks,30,87,34.5,5,23,21.7,9,17,52.9,5,29,34,21,6,4,12,20,74,-42,0,1021
2041,Philadelphia 76ers,42,80,52.5,12,29,41.4,20,23,87.0,9,46,55,32,8,6,16,21,116,42,1,1021
2042,Chicago Bulls,44,88,50.0,7,27,25.9,12,18,66.7,15,38,53,28,5,5,18,19,107,-5,0,1022
2043,Washington Wizards,46,101,45.5,10,26,38.5,10,12,83.3,13,27,40,34,5,6,10,17,112,5,1,1022
2044,Boston Celtics,34,85,40.0,7,29,24.1,23,29,79.3,8,43,51,20,7,6,12,23,98,3,0,1023
2045,Brooklyn Nets,30,83,36.1,11,35,31.4,24,30,80.0,6,35,41,23,7,7,10,25,95,-3,1,1023
2046,Toronto Raptors,30,78,38.5,9,27,33.3,18,20,90.0,8,45,53,19,5,2,12,21,87,12,0,1024
2047,Detroit Pistons,29,83,34.9,3,20,15.0,14,21,66.7,12,37,49,14,5,5,12,17,75,-12,1,1024
2048,Houston Rockets,37,91,40.7,13,40,32.5,25,32,78.1,10,36,46,18,6,3,12,19,112,-16,0,1025
2049,New Orleans Pelicans,49,92,53.3,12,34,35.3,18,24,75.0,9,45,54,29,8,7,13,20,128,16,1,1025
2050,Minnesota Timberwolves,41,82,50.0,2,12,16.7,21,22,95.5,9,19,28,14,6,6,11,21,105,-18,0,1026
2051,Miami Heat,50,85,58.8,8,26,30.8,15,19,78.9,10,30,40,29,6,9,15,16,123,18,1,1026
2052,Orlando Magic,42,96,43.8,7,23,30.4,18,21,85.7,8,35,43,21,10,4,12,27,109,6,0,1027
2053,Phoenix Suns,38,87,43.7,2,14,14.3,25,30,83.3,12,37,49,18,9,8,16,22,103,-6,1,1027
2054,Milwaukee Bucks,40,82,48.8,4,24,16.7,23,30,76.7,10,33,43,22,7,9,14,25,107,4,0,1028
2055,Los Angeles Lakers,38,84,45.2,11,29,37.9,16,26,61.5,11,29,40,24,7,4,14,20,103,-4,1,1028
2056,Sacramento Kings,35,85,41.2,5,21,23.8,19,23,82.6,9,26,35,16,9,2,12,22,94,-16,0,1029
2057,Oklahoma City Thunder,41,82,50.0,10,26,38.5,18,25,72.0,13,36,49,23,7,4,14,21,110,16,1,1029
2058,Portland Trail Blazers,44,87,50.6,8,18,44.4,17,19,89.5,13,41,54,23,9,9,20,22,113,16,0,1030
2059,Atlanta Hawks,32,88,36.4,7,26,26.9,26,32,81.3,12,23,35,22,13,7,13,12,97,-16,1,1030
2060,Washington Wizards,29,79,36.7,11,33,33.3,24,31,77.4,8,36,44,21,6,7,12,21,93,-5,0,1031
2061,Charlotte Hornets,35,82,42.7,9,24,37.5,19,27,70.4,6,35,41,23,8,8,7,20,98,5,1,1031
2062,Cleveland Cavaliers,32,83,38.6,5,27,18.5,9,13,69.2,4,36,40,15,5,0,12,24,78,-30,0,1032
2063,LA Clippers,40,78,51.3,8,26,30.8,20,29,69.0,7,47,54,27,4,3,14,15,108,30,1,1032
2064,Utah Jazz,31,81,38.3,7,25,28.0,17,25,68.0,17,32,49,15,6,8,14,12,86,-9,0,1033
2065,Chicago Bulls,38,80,47.5,7,19,36.8,12,14,85.7,7,32,39,24,7,9,10,18,95,9,1,1033
2066,San Antonio Spurs,33,75,44.0,9,28,32.1,21,22,95.5,9,33,42,18,2,5,15,25,96,-8,0,1034
2067,Memphis Grizzlies,32,76,42.1,13,30,43.3,27,31,87.1,7,28,35,20,7,3,10,18,104,8,1,1034
2068,Houston Rockets,38,83,45.8,5,24,20.8,28,35,80.0,10,38,48,20,5,5,14,24,109,4,0,1035
2069,Denver Nuggets,38,89,42.7,10,31,32.3,19,30,63.3,13,32,45,28,9,3,13,24,105,-4,1,1035
2070,Milwaukee Bucks,36,89,40.4,9,27,33.3,11,14,78.6,12,23,35,19,8,7,11,17,92,-25,0,1036
2071,Golden State Warriors,45,75,60.0,12,23,52.2,15,19,78.9,6,38,44,30,5,6,12,16,117,25,1,1036
2072,Dallas Mavericks,41,76,53.9,10,25,40.0,19,25,76.0,2,31,33,20,8,3,10,24,111,7,0,1037
