,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAMEID,Date
1494,New Orleans Hornets,33,71,46.5,7,13,53.8,20,21,95.2,10,24,34,12,6,5,14,22,93,-6,0,757,2012-03-29
1495,Portland Trail Blazers,39,80,48.7,12,28,42.9,9,13,69.2,10,23,33,26,8,8,9,19,99,6,1,757,2012-03-29
1496,Oklahoma City Thunder,42,91,46.2,5,12,41.7,13,17,76.5,19,29,48,18,5,12,10,21,102,9,0,758,2012-03-29
1497,Los Angeles Lakers,35,84,41.7,4,11,36.4,19,23,82.6,17,28,45,15,3,9,12,16,93,-9,1,758,2012-03-29
1498,Miami Heat,44,77,57.1,5,14,35.7,20,24,83.3,11,19,30,26,11,5,8,16,113,12,0,759,2012-03-30
1499,Toronto Raptors,39,72,54.2,5,14,35.7,18,19,94.7,9,21,30,27,5,4,16,16,101,-12,1,759,2012-03-30
1500,Philadelphia 76ers,30,82,36.6,3,14,21.4,13,17,76.5,10,28,38,19,5,3,10,11,76,-21,0,760,2012-03-30
1501,Washington Wizards,42,87,48.3,7,17,41.2,6,6,100,12,40,52,26,5,7,13,16,97,21,1,760,2012-03-30
1502,Denver Nuggets,38,73,52.1,2,17,11.8,21,29,72.4,9,40,49,29,4,7,25,21,99,11,0,761,2012-03-30
1503,Charlotte Bobcats,36,98,36.7,6,22,27.3,10,11,90.9,11,23,34,26,11,4,12,23,88,-11,1,761,2012-03-30
1504,New York Knicks,31,70,44.3,6,17,35.3,22,33,66.7,10,23,33,13,11,4,18,24,90,-10,0,762,2012-03-30
1505,Atlanta Hawks,37,73,50.7,4,19,21.1,22,26,84.6,9,31,40,18,11,6,17,24,100,10,1,762,2012-03-30
1506,Milwaukee Bucks,50,88,56.8,10,16,62.5,11,18,61.1,11,41,52,32,9,3,6,18,121,37,0,763,2012-03-30
1507,Cleveland Cavaliers,34,85,40.0,6,22,27.3,10,19,52.6,13,28,41,17,2,1,10,15,84,-37,1,763,2012-03-30
1508,Dallas Mavericks,38,80,47.5,7,22,31.8,17,21,81.0,5,32,37,21,9,3,9,18,100,2,0,764,2012-03-30
1509,Orlando Magic,35,78,44.9,11,32,34.4,17,28,60.7,10,37,47,17,7,4,16,21,98,-2,1,764,2012-03-30
1510,Detroit Pistons,31,84,36.9,3,11,27.3,6,7,85.7,16,21,37,15,8,4,11,19,71,-12,0,765,2012-03-30
1511,Chicago Bulls,32,75,42.7,2,12,16.7,17,21,81.0,20,33,53,22,6,10,15,12,83,12,1,765,2012-03-30
1512,Memphis Grizzlies,35,94,37.2,1,15,6.7,18,26,69.2,23,22,45,10,13,5,7,19,89,-9,0,766,2012-03-30
1513,Houston Rockets,38,73,52.1,7,14,50.0,15,20,75.0,7,35,42,18,5,9,16,21,98,9,1,766,2012-03-30
1514,Boston Celtics,44,90,48.9,4,12,33.3,8,11,72.7,13,32,45,29,9,3,9,22,100,21,0,767,2012-03-30
1515,Minnesota Timberwolves,26,75,34.7,6,24,25.0,21,25,84.0,14,31,45,15,5,1,20,13,79,-21,1,767,2012-03-30
1516,Sacramento Kings,39,90,43.3,4,16,25.0,22,32,68.8,16,32,48,16,7,10,11,27,104,1,0,768,2012-03-30
1517,Utah Jazz,31,88,35.2,3,13,23.1,38,52,73.1,27,35,62,19,6,7,15,29,103,-1,1,768,2012-03-30
1518,Portland Trail Blazers,39,78,50.0,8,19,42.1,11,15,73.3,12,24,36,24,6,1,13,22,97,-1,0,769,2012-03-30
1519,Los Angeles Clippers,39,75,52.0,8,21,38.1,12,19,63.2,7,24,31,26,7,6,12,15,98,1,1,769,2012-03-30
1520,New Jersey Nets,35,81,43.2,8,20,40.0,24,30,80.0,14,30,44,28,14,5,17,15,102,2,0,770,2012-03-30
1521,Golden State Warriors,40,76,52.6,7,15,46.7,13,16,81.3,6,26,32,26,11,3,17,21,100,-2,1,770,2012-03-30
1522,New Orleans Hornets,39,92,42.4,2,10,20.0,5,10,50.0,14,33,47,21,10,2,8,17,85,-3,0,771,2012-03-31
1523,Los Angeles Lakers,32,77,41.6,7,22,31.8,17,22,77.3,12,35,47,28,5,5,14,11,88,3,1,771,2012-03-31
1524,Cleveland Cavaliers,28,72,38.9,2,13,15.4,17,27,63.0,11,27,38,13,7,1,19,25,75,-16,0,772,2012-03-31
1525,New York Knicks,30,76,39.5,9,28,32.1,22,32,68.8,17,30,47,14,13,5,17,19,91,16,1,772,2012-03-31
1526,Atlanta Hawks,35,74,47.3,4,14,28.6,16,22,72.7,7,28,35,20,7,2,10,19,90,-5,0,773,2012-03-31
1527,Philadelphia 76ers,37,77,48.1,6,12,50.0,15,19,78.9,9,32,41,25,4,4,11,16,95,5,1,773,2012-03-31
1528,Charlotte Bobcats,40,86,46.5,8,22,36.4,19,22,86.4,8,25,33,28,10,4,11,20,107,-3,0,774,2012-03-31
1529,Detroit Pistons,45,87,51.7,4,10,40.0,16,22,72.7,15,31,46,19,8,4,16,21,110,3,1,774,2012-03-31
1530,Memphis Grizzlies,37,88,42.0,4,15,26.7,21,28,75.0,18,40,58,15,6,5,17,28,99,4,0,775,2012-03-31
1531,Milwaukee Bucks,34,82,41.5,5,17,29.4,22,28,78.6,9,30,39,21,12,4,15,19,95,-4,1,775,2012-03-31
1532,Indiana Pacers,42,79,53.2,5,14,35.7,14,18,77.8,4,28,32,21,7,8,14,24,103,-9,0,776,2012-03-31
1533,San Antonio Spurs,38,76,50.0,9,19,47.4,27,33,81.8,10,30,40,22,8,5,10,17,112,9,1,776,2012-03-31
1534,New Jersey Nets,43,92,46.7,10,28,35.7,15,20,75.0,16,32,48,30,12,7,19,20,111,12,0,777,2012-03-31
1535,Sacramento Kings,39,90,43.3,3,17,17.6,18,23,78.3,15,30,45,17,12,5,18,22,99,-12,1,777,2012-03-31
1536,Utah Jazz,35,77,45.5,4,12,33.3,22,31,71.0,13,25,38,21,4,3,13,23,96,-9,0,778,2012-03-31
1537,Los Angeles Clippers,39,72,54.2,10,21,47.6,17,24,70.8,5,30,35,23,6,5,12,23,105,9,1,778,2012-03-31
1538,Chicago Bulls,30,91,33.0,8,24,33.3,10,15,66.7,18,30,48,17,10,2,12,14,78,-14,0,779,2012-04-01
1539,Oklahoma City Thunder,36,74,48.6,4,9,44.4,16,17,94.1,3,37,40,20,6,9,13,15,92,14,1,779,2012-04-01
1540,Miami Heat,31,89,34.8,3,16,18.8,7,17,41.2,15,32,47,15,4,6,11,15,72,-19,0,780,2012-04-01
1541,Boston Celtics,33,70,47.1,5,13,38.5,20,22,90.9,5,44,49,21,7,3,15,18,91,19,1,780,2012-04-01
1542,Washington Wizards,34,71,47.9,8,20,40.0,16,20,80.0,6,25,31,25,2,4,13,22,92,-7,0,781,2012-04-01
1543,Toronto Raptors,37,77,48.1,4,17,23.5,21,23,91.3,12,31,43,22,8,3,10,22,99,7,1,781,2012-04-01
1544,Denver Nuggets,40,72,55.6,8,19,42.1,16,21,76.2,7,31,38,21,5,3,17,22,104,3,0,782,2012-04-01
1545,Orlando Magic,37,88,42.0,8,32,25.0,19,25,76.0,18,23,41,15,6,3,10,15,101,-3,1,782,2012-04-01
1546,Indiana Pacers,37,83,44.6,6,15,40.0,24,28,85.7,14,40,54,23,4,10,15,16,104,2,0,783,2012-04-01
1547,Houston Rockets,44,101,43.6,9,21,42.9,5,10,50.0,18,26,44,25,8,7,8,23,102,-2,1,783,2012-04-01
1548,New Orleans Hornets,32,77,41.6,4,9,44.4,7,9,77.8,9,28,37,18,11,1,18,21,75,-17,0,784,2012-04-01
1549,Phoenix Suns,35,71,49.3,3,15,20.0,19,21,90.5,9,34,43,21,6,4,19,15,92,17,1,784,2012-04-01
1550,Minnesota Timberwolves,36,78,46.2,5,21,23.8,29,35,82.9,8,28,36,16,7,4,8,19,106,-13,0,785,2012-04-01
1551,Portland Trail Blazers,46,88,52.3,9,28,32.1,18,20,90.0,13,31,44,22,3,4,10,21,119,13,1,785,2012-04-01
1552,Golden State Warriors,44,90,48.9,11,21,52.4,13,15,86.7,8,21,29,31,9,5,5,23,112,-8,0,786,2012-04-01
1553,Los Angeles Lakers,44,82,53.7,10,19,52.6,22,31,71.0,15,35,50,31,4,7,15,17,120,8,1,786,2012-04-01
1554,Milwaukee Bucks,43,83,51.8,4,10,40.0,22,29,75.9,15,33,48,25,7,2,19,17,112,14,0,787,2012-04-02
1555,Washington Wizards,36,81,44.4,7,18,38.9,19,20,95.0,9,26,35,22,8,2,17,24,98,-14,1,787,2012-04-02
1556,Houston Rockets,42,89,47.2,4,13,30.8,11,14,78.6,13,25,38,23,11,5,8,18,99,6,0,788,2012-04-02
1557,Chicago Bulls,40,83,48.2,5,17,29.4,8,17,47.1,18,29,47,25,5,7,19,17,93,-6,1,788,2012-04-02
1558,Memphis Grizzlies,34,87,39.1,4,16,25.0,22,24,91.7,14,29,43,12,9,1,8,17,94,6,0,789,2012-04-02
1559,Oklahoma City Thunder,33,73,45.2,5,21,23.8,17,24,70.8,9,34,43,14,6,8,18,20,88,-6,1,789,2012-04-02
1560,Los Angeles Clippers,39,83,47.0,11,32,34.4,5,12,41.7,13,36,49,16,10,2,10,14,94,19,0,790,2012-04-02
1561,Dallas Mavericks,30,77,39.0,5,23,21.7,10,17,58.8,8,30,38,14,4,4,12,10,75,-19,1,790,2012-04-02
1562,Minnesota Timberwolves,39,81,48.1,11,21,52.4,19,26,73.1,11,24,35,23,6,4,11,22,108,-8,0,791,2012-04-02
1563,Sacramento Kings,43,85,50.6,7,23,30.4,23,28,82.1,13,33,46,22,8,5,11,21,116,8,1,791,2012-04-02
1564,Utah Jazz,41,84,48.8,4,15,26.7,16,21,76.2,12,30,42,23,9,1,13,17,102,5,0,792,2012-04-02
1565,Portland Trail Blazers,35,81,43.2,12,22,54.5,15,18,83.3,12,28,40,24,6,6,16,19,97,-5,1,792,2012-04-02
1566,Charlotte Bobcats,31,77,40.3,4,12,33.3,21,30,70.0,17,29,46,21,6,3,14,19,87,-5,0,793,2012-04-03
1567,Toronto Raptors,35,76,46.1,7,18,38.9,15,22,68.2,10,28,38,25,7,3,10,23,92,5,1,793,2012-04-03
1568,San Antonio Spurs,48,81,59.3,11,23,47.8,18,21,85.7,12,34,46,31,10,5,13,15,125,35,0,794,2012-04-03
1569,Cleveland Cavaliers,34,82,41.5,9,24,37.5,13,15,86.7,10,17,27,23,7,1,13,14,90,-35,1,794,2012-04-03
1570,New York Knicks,38,83,45.8,10,23,43.5,18,25,72.0,16,28,44,14,5,7,12,25,104,-8,0,795,2012-04-03
1571,Indiana Pacers,41,86,47.7,6,23,26.1,24,31,77.4,16,29,45,18,8,4,8,24,112,8,1,795,2012-04-03
1572,Philadelphia 76ers,38,83,45.8,3,10,30.0,14,17,82.4,10,28,38,18,10,5,16,21,93,-6,0,796,2012-04-03
1573,Miami Heat,35,75,46.7,3,13,23.1,26,32,81.3,11,32,43,15,13,6,17,15,99,6,1,796,2012-04-03
1574,Orlando Magic,33,72,45.8,10,24,41.7,19,24,79.2,4,26,30,18,9,1,9,17,95,-7,0,797,2012-04-03
1575,Detroit Pistons,43,76,56.6,3,11,27.3,13,19,68.4,12,33,45,25,6,5,14,17,102,7,1,797,2012-04-03
1576,Golden State Warriors,38,82,46.3,7,18,38.9,11,16,68.8,9,32,41,18,8,4,13,16,94,-4,0,798,2012-04-03
1577,Memphis Grizzlies,37,80,46.3,9,17,52.9,15,24,62.5,11,30,41,20,9,9,13,15,98,4,1,798,2012-04-03
1578,Phoenix Suns,40,90,44.4,5,22,22.7,24,28,85.7,13,34,47,23,5,9,13,23,109,9,0,799,2012-04-03
1579,Sacramento Kings,39,85,45.9,1,10,10.0,21,32,65.6,11,32,43,19,7,8,12,24,100,-9,1,799,2012-04-03
1580,New Jersey Nets,34,85,40.0,6,18,33.3,13,15,86.7,10,28,38,23,8,4,6,11,87,-4,0,800,2012-04-03
1581,Los Angeles Lakers,39,81,48.1,7,22,31.8,6,6,100,11,39,50,27,4,1,16,16,91,4,1,800,2012-04-03
1582,Toronto Raptors,39,77,50.6,9,21,42.9,12,12,100,11,35,46,26,3,0,11,12,99,21,0,801,2012-04-04
1583,Philadelphia 76ers,34,79,43.0,3,12,25.0,7,8,87.5,8,21,29,23,5,8,7,14,78,-21,1,801,2012-04-04
1584,Indiana Pacers,44,76,57.9,4,11,36.4,17,19,89.5,5,26,31,27,6,8,13,22,109,13,0,802,2012-04-04
1585,Washington Wizards,39,84,46.4,6,18,33.3,12,19,63.2,11,24,35,21,5,0,12,18,96,-13,1,802,2012-04-04
1586,San Antonio Spurs,36,86,41.9,7,28,25.0,8,11,72.7,12,41,53,17,7,4,17,8,87,1,0,803,2012-04-04
1587,Boston Celtics,38,83,45.8,4,10,40.0,6,13,46.2,4,35,39,21,13,4,11,12,86,-1,1,803,2012-04-04
1588,Charlotte Bobcats,36,79,45.6,5,14,35.7,16,20,80.0,8,29,37,22,3,2,13,14,93,-27,0,804,2012-04-04
1589,Atlanta Hawks,47,83,56.6,9,19,47.4,17,19,89.5,6,33,39,32,7,1,6,20,120,27,1,804,2012-04-04
1590,Oklahoma City Thunder,35,81,43.2,5,17,29.4,18,20,90.0,12,29,41,16,10,8,18,25,93,-5,0,805,2012-04-04
1591,Miami Heat,31,83,37.3,10,24,41.7,26,29,89.7,8,25,33,16,13,8,13,19,98,5,1,805,2012-04-04
1592,Cleveland Cavaliers,39,95,41.1,8,26,30.8,12,13,92.3,21,23,44,27,3,3,18,21,98,-9,0,806,2012-04-04
1593,Milwaukee Bucks,48,84,57.1,2,11,18.2,9,17,52.9,11,30,41,21,11,5,16,12,107,9,1,806,2012-04-04
1594,Denver Nuggets,35,83,42.2,6,20,30.0,16,22,72.7,12,20,32,25,7,1,9,22,92,-2,0,807,2012-04-04
1595,New Orleans Hornets,35,67,52.2,5,10,50.0,19,27,70.4,11,30,41,23,5,10,18,23,94,2,1,807,2012-04-04
1596,Golden State Warriors,41,86,47.7,4,16,25.0,11,16,68.8,8,29,37,24,11,8,12,17,97,3,0,808,2012-04-04
1597,Minnesota Timberwolves,37,87,42.5,9,31,29.0,11,16,68.8,13,36,49,20,5,5,19,14,94,-3,1,808,2012-04-04
1598,Memphis Grizzlies,35,83,42.2,7,16,43.8,8,14,57.1,10,30,40,22,6,6,10,18,85,-10,0,809,2012-04-04
1599,Dallas Mavericks,40,80,50.0,4,15,26.7,11,16,68.8,9,36,45,19,7,8,12,11,95,10,1,809,2012-04-04
1600,Phoenix Suns,41,91,45.1,13,31,41.9,12,22,54.5,14,28,42,24,10,7,11,18,107,2,0,810,2012-04-04
1601,Utah Jazz,40,79,50.6,3,9,33.3,22,28,78.6,10,37,47,24,7,8,15,20,105,-2,1,810,2012-04-04
1602,New Jersey Nets,32,86,37.2,6,19,31.6,18,19,94.7,15,30,45,17,6,2,16,18,88,-13,0,811,2012-04-04
1603,Portland Trail Blazers,37,81,45.7,12,24,50.0,15,19,78.9,11,35,46,24,10,6,15,15,101,13,1,811,2012-04-04
1604,Los Angeles Lakers,43,83,51.8,6,16,37.5,21,30,70.0,12,32,44,25,5,8,11,16,113,5,0,812,2012-04-04
1605,Los Angeles Clippers,43,95,45.3,9,25,36.0,13,20,65.0,18,28,46,27,5,7,10,21,108,-5,1,812,2012-04-04
1606,New York Knicks,38,78,48.7,13,25,52.0,7,15,46.7,10,31,41,24,7,0,11,16,96,16,0,813,2012-04-05
1607,Orlando Magic,30,72,41.7,9,24,37.5,11,16,68.8,8,27,35,15,3,3,14,14,80,-16,1,813,2012-04-05
1608,Washington Wizards,33,78,42.3,7,21,33.3,21,29,72.4,13,25,38,19,10,1,18,33,94,-5,0,814,2012-04-05
1609,Detroit Pistons,36,68,52.9,4,10,40.0,23,39,59.0,11,29,40,16,7,2,19,23,99,5,1,814,2012-04-05
1610,Boston Celtics,33,77,42.9,5,13,38.5,15,18,83.3,7,29,36,22,8,2,13,24,86,-7,0,815,2012-04-05
1611,Chicago Bulls,33,80,41.2,5,16,31.3,22,26,84.6,14,30,44,22,8,8,12,18,93,7,1,815,2012-04-05
1612,Los Angeles Clippers,36,80,45.0,5,19,26.3,16,24,66.7,13,30,43,17,12,3,18,17,93,8,0,816,2012-04-05
1613,Sacramento Kings,35,84,41.7,4,17,23.5,11,15,73.3,18,26,44,19,10,9,18,21,85,-8,1,816,2012-04-05
1614,Oklahoma City Thunder,34,77,44.2,6,19,31.6,24,31,77.4,11,29,40,20,5,10,17,25,98,-5,0,817,2012-04-06
1615,Indiana Pacers,35,85,41.2,6,19,31.6,27,34,79.4,18,32,50,13,8,9,11,25,103,5,1,817,2012-04-06
1616,Cleveland Cavaliers,25,73,34.2,5,17,29.4,29,40,72.5,9,30,39,16,6,3,6,18,84,4,0,818,2012-04-06
1617,Toronto Raptors,31,73,42.5,3,15,20.0,15,24,62.5,10,39,49,13,5,4,14,29,80,-4,1,818,2012-04-06
1618,Washington Wizards,38,84,45.2,5,12,41.7,17,22,77.3,18,23,41,22,6,6,16,17,98,-12,0,819,2012-04-06
1619,New Jersey Nets,45,80,56.3,7,18,38.9,13,19,68.4,11,24,35,32,6,6,14,13,110,12,1,819,2012-04-06
1620,Detroit Pistons,37,78,47.4,7,15,46.7,15,22,68.2,9,29,38,16,4,8,16,28,96,-5,0,820,2012-04-06
1621,Atlanta Hawks,39,81,48.1,4,15,26.7,19,27,70.4,12,30,42,30,9,5,12,18,101,5,1,820,2012-04-06
1622,Memphis Grizzlies,38,82,46.3,8,17,47.1,13,17,76.5,12,30,42,20,8,6,10,17,97,15,0,821,2012-04-06
1623,Miami Heat,33,82,40.2,4,18,22.2,12,16,75.0,14,26,40,17,6,4,14,16,82,-15,1,821,2012-04-06
1624,Charlotte Bobcats,36,85,42.4,2,12,16.7,16,24,66.7,17,40,57,18,5,5,20,22,90,-5,0,822,2012-04-06
1625,Milwaukee Bucks,37,91,40.7,5,15,33.3,16,24,66.7,11,34,45,27,14,6,10,23,95,5,1,822,2012-04-06
1626,Portland Trail Blazers,41,94,43.6,8,21,38.1,9,11,81.8,14,37,51,17,5,2,12,13,99,2,0,823,2012-04-06
1627,Dallas Mavericks,42,93,45.2,7,24,29.2,6,8,75.0,9,35,44,19,6,5,10,13,97,-2,1,823,2012-04-06
1628,New Orleans Hornets,36,77,46.8,5,12,41.7,26,35,74.3,8,21,29,11,10,4,14,17,103,-25,0,824,2012-04-06
1629,San Antonio Spurs,51,84,60.7,9,18,50.0,17,21,81.0,11,29,40,31,8,8,13,21,128,25,1,824,2012-04-06
1630,Phoenix Suns,34,82,41.5,8,22,36.4,23,29,79.3,16,38,54,21,2,7,16,23,99,-6,0,825,2012-04-06
1631,Denver Nuggets,37,92,40.2,11,27,40.7,20,31,64.5,14,27,41,24,8,2,5,22,105,6,1,825,2012-04-06
1632,Golden State Warriors,39,86,45.3,9,22,40.9,11,12,91.7,14,27,41,22,9,2,17,21,98,-6,0,826,2012-04-06
1633,Utah Jazz,38,79,48.1,6,16,37.5,22,25,88.0,12,27,39,23,9,6,12,12,104,6,1,826,2012-04-06
1634,Houston Rockets,42,88,47.7,10,17,58.8,18,22,81.8,9,26,35,24,9,3,14,24,112,5,0,827,2012-04-06
1635,Los Angeles Lakers,36,84,42.9,3,11,27.3,32,36,88.9,13,35,48,23,6,5,15,20,107,-5,1,827,2012-04-06
1636,Boston Celtics,32,76,42.1,9,18,50.0,13,14,92.9,8,36,44,27,12,6,16,21,86,14,0,828,2012-04-07
1637,Indiana Pacers,26,74,35.1,5,22,22.7,15,19,78.9,10,35,45,11,8,5,19,15,72,-14,1,828,2012-04-07
1638,Atlanta Hawks,43,82,52.4,9,20,45.0,21,23,91.3,12,30,42,25,10,5,14,20,116,20,0,829,2012-04-07
1639,Charlotte Bobcats,38,81,46.9,3,7,42.9,17,24,70.8,11,20,31,18,10,5,14,20,96,-20,1,829,2012-04-07
1640,Orlando Magic,29,80,36.2,6,20,30.0,24,31,77.4,17,36,53,16,6,3,8,18,88,6,0,830,2012-04-07
1641,Philadelphia 76ers,31,78,39.7,5,13,38.5,15,20,75.0,9,32,41,23,5,8,7,21,82,-6,1,830,2012-04-07
1642,Dallas Mavericks,34,73,46.6,9,21,42.9,12,17,70.6,8,34,42,23,5,5,15,15,89,-5,0,831,2012-04-07
1643,Memphis Grizzlies,31,80,38.8,9,20,45.0,23,27,85.2,8,29,37,22,9,4,10,16,94,5,1,831,2012-04-07
1644,Minnesota Timberwolves,33,81,40.7,10,25,40.0,14,18,77.8,9,24,33,20,6,7,11,17,90,-9,0,832,2012-04-07
1645,New Orleans Hornets,40,82,48.8,4,13,30.8,15,19,78.9,13,35,48,26,9,8,13,17,99,9,1,832,2012-04-07
1646,Portland Trail Blazers,34,78,43.6,6,22,27.3,20,23,87.0,8,25,33,20,9,2,14,13,94,-22,0,833,2012-04-07
1647,Milwaukee Bucks,47,94,50.0,12,25,48.0,10,11,90.9,16,33,49,31,9,6,15,21,116,22,1,833,2012-04-07
1648,Los Angeles Lakers,47,97,48.5,1,9,11.1,10,18,55.6,20,34,54,22,2,2,13,19,105,-20,0,834,2012-04-07
1649,Phoenix Suns,47,94,50.0,14,29,48.3,17,21,81.0,9,27,36,26,6,11,3,15,125,20,1,834,2012-04-07
1650,Sacramento Kings,34,82,41.5,7,22,31.8,19,28,67.9,9,33,42,20,10,3,19,21,94,-15,0,835,2012-04-07
1651,Los Angeles Clippers,44,89,49.4,11,27,40.7,10,19,52.6,10,34,44,34,16,8,17,20,109,15,1,835,2012-04-07
1652,Denver Nuggets,37,80,46.3,8,25,32.0,15,20,75.0,11,24,35,22,6,6,16,15,97,-15,0,836,2012-04-07
1653,Golden State Warriors,46,88,52.3,8,21,38.1,12,16,75.0,14,27,41,25,9,8,13,19,112,15,1,836,2012-04-07
1654,Chicago Bulls,35,89,39.3,7,22,31.8,22,31,71.0,18,41,59,14,3,10,19,21,99,-1,0,837,2012-04-08
1655,New York Knicks,39,102,38.2,8,34,23.5,14,20,70.0,16,31,47,17,11,6,9,26,100,1,1,837,2012-04-08
1656,Philadelphia 76ers,29,76,38.2,2,11,18.2,19,24,79.2,10,29,39,15,10,4,14,17,79,-24,0,838,2012-04-08
1657,Boston Celtics,40,68,58.8,7,15,46.7,16,19,84.2,1,36,37,32,6,5,18,16,103,24,1,838,2012-04-08
1658,Cleveland Cavaliers,43,96,44.8,12,24,50.0,19,25,76.0,17,31,48,31,8,4,15,22,117,-5,0,839,2012-04-08
1659,New Jersey Nets,44,98,44.9,8,26,30.8,26,32,81.3,20,33,53,21,11,2,13,22,122,5,1,839,2012-04-08
1660,Detroit Pistons,28,75,37.3,3,19,15.8,16,23,69.6,16,28,44,8,6,3,19,27,75,-23,0,840,2012-04-08
1661,Miami Heat,36,83,43.4,7,23,30.4,19,29,65.5,16,32,48,16,13,5,13,22,98,23,1,840,2012-04-08
1662,Utah Jazz,41,93,44.1,6,16,37.5,16,26,61.5,11,28,39,24,6,4,11,27,104,-10,0,841,2012-04-08
1663,San Antonio Spurs,35,69,50.7,6,22,27.3,38,43,88.4,7,38,45,19,5,8,16,24,114,10,1,841,2012-04-08
1664,Toronto Raptors,29,78,37.2,6,16,37.5,11,16,68.8,11,32,43,14,5,6,16,19,75,-16,0,842,2012-04-08
1665,Oklahoma City Thunder,30,72,41.7,10,23,43.5,21,26,80.8,11,31,42,18,6,11,16,17,91,16,1,842,2012-04-08
1666,Houston Rockets,42,93,45.2,9,22,40.9,11,13,84.6,16,30,46,29,10,4,10,21,104,17,0,843,2012-04-08
1667,Sacramento Kings,30,70,42.9,7,14,50.0,20,37,54.1,15,29,44,15,8,4,20,12,87,-17,1,843,2012-04-08
1668,Washington Wizards,40,83,48.2,11,25,44.0,22,26,84.6,9,39,48,28,6,10,12,23,113,28,0,844,2012-04-09
1669,Charlotte Bobcats,32,82,39.0,3,9,33.3,18,22,81.8,10,29,39,16,5,4,14,22,85,-28,1,844,2012-04-09
1670,Detroit Pistons,30,74,40.5,7,20,35.0,22,26,84.6,10,23,33,14,6,2,13,17,89,-30,0,845,2012-04-09
1671,Orlando Magic,42,80,52.5,15,28,53.6,20,24,83.3,13,31,44,28,10,6,11,17,119,30,1,845,2012-04-09
1672,Toronto Raptors,36,75,48.0,10,20,50.0,16,24,66.7,11,31,42,23,4,7,12,24,98,-5,0,846,2012-04-09
1673,Indiana Pacers,36,71,50.7,7,16,43.8,24,31,77.4,9,32,41,18,6,5,13,23,103,5,1,846,2012-04-09
1674,Oklahoma City Thunder,39,81,48.1,8,20,40.0,23,25,92.0,13,31,44,20,10,9,17,16,109,20,0,847,2012-04-09
1675,Milwaukee Bucks,37,87,42.5,6,19,31.6,9,13,69.2,9,26,35,26,8,6,17,15,89,-20,1,847,2012-04-09
1676,Los Angeles Clippers,34,84,40.5,4,18,22.2,13,18,72.2,14,22,36,15,11,4,10,19,85,-9,0,848,2012-04-09
1677,Memphis Grizzlies,37,74,50.0,4,13,30.8,16,20,80.0,15,33,48,21,6,2,18,23,94,9,1,848,2012-04-09
1678,Los Angeles Lakers,34,73,46.6,5,10,50.0,20,26,76.9,12,34,46,20,2,6,12,11,93,2,0,849,2012-04-09
1679,New Orleans Hornets,36,80,45.0,9,15,60.0,10,10,100,8,27,35,24,9,7,7,20,91,-2,1,849,2012-04-09
1680,Phoenix Suns,47,82,57.3,7,20,35.0,13,16,81.3,5,35,40,27,4,7,17,19,114,24,0,850,2012-04-09
1681,Minnesota Timberwolves,32,83,38.6,6,22,27.3,20,23,87.0,10,27,37,17,7,2,14,19,90,-24,1,850,2012-04-09
1682,Golden State Warriors,31,84,36.9,12,25,48.0,10,14,71.4,7,20,27,21,9,12,14,26,84,-39,0,851,2012-04-09
1683,Denver Nuggets,48,88,54.5,9,18,50.0,18,24,75.0,16,44,60,35,7,9,16,13,123,39,1,851,2012-04-09
1684,San Antonio Spurs,35,87,40.2,7,24,29.2,7,10,70.0,12,26,38,16,10,5,14,22,84,-7,0,852,2012-04-09
1685,Utah Jazz,31,73,42.5,4,14,28.6,25,33,75.8,15,35,50,17,8,13,18,14,91,7,1,852,2012-04-09
1686,Houston Rockets,37,80,46.3,10,19,52.6,10,13,76.9,7,31,38,22,10,2,13,19,94,5,0,853,2012-04-09
1687,Portland Trail Blazers,33,83,39.8,6,21,28.6,17,19,89.5,13,28,41,17,9,7,14,17,89,-5,1,853,2012-04-09
1688,Orlando Magic,34,93,36.6,11,35,31.4,6,10,60.0,13,30,43,16,8,4,13,16,85,-8,0,854,2012-04-10
1689,Washington Wizards,39,78,50.0,3,15,20.0,12,15,80.0,6,39,45,20,5,5,13,13,93,8,1,854,2012-04-10
1690,Boston Celtics,43,71,60.6,9,14,64.3,20,25,80.0,5,35,40,23,3,6,12,21,115,8,0,855,2012-04-10
1691,Miami Heat,39,87,44.8,8,18,44.4,21,27,77.8,13,21,34,19,7,4,7,21,107,-8,1,855,2012-04-10
1692,Charlotte Bobcats,37,79,46.8,3,11,27.3,13,16,81.3,7,25,32,19,6,5,10,14,90,-13,0,856,2012-04-10
1693,Cleveland Cavaliers,40,83,48.2,11,19,57.9,12,14,85.7,14,31,45,25,7,5,11,16,103,13,1,856,2012-04-10
1694,Philadelphia 76ers,39,85,45.9,6,17,35.3,23,26,88.5,16,37,53,22,5,8,16,21,107,19,0,857,2012-04-10
1695,New Jersey Nets,34,88,38.6,2,11,18.2,18,21,85.7,9,27,36,17,8,4,12,19,88,-19,1,857,2012-04-10
1696,Sacramento Kings,41,92,44.6,9,25,36.0,9,17,52.9,8,32,40,24,13,6,14,21,100,-10,0,858,2012-04-10
1697,Dallas Mavericks,41,92,44.6,7,14,50.0,21,28,75.0,17,39,56,24,7,11,16,17,110,10,1,858,2012-04-10
