,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAMEID,Date,WIN
14000,76ers,36,86.0,41.9,14,34.0,41.2,9,13.0,69.2,12,26,38,27,9,4,14,21,95,-27.0,0,7037,2016-11-28,0
14001,Raptors,42,77.0,54.5,13,19.0,68.4,25,31.0,80.6,8,34,42,22,11,8,12,14,122,27.0,1,7037,2016-11-28,1
14002,Thunder,46,92.0,50.0,8,22.0,36.4,12,18.0,66.7,17,36,53,25,4,7,14,22,112,9.0,0,7038,2016-11-28,1
14003,Knicks,36,91.0,39.6,6,19.0,31.6,25,28.0,89.3,12,28,40,20,9,11,5,16,103,-9.0,1,7038,2016-11-28,0
14004,Celtics,40,83.0,48.2,11,27.0,40.7,21,26.0,80.8,6,34,40,26,4,3,9,27,112,8.0,0,7039,2016-11-28,1
14005,Heat,38,80.0,47.5,6,30.0,20.0,22,32.0,68.8,7,34,41,24,6,2,13,25,104,-8.0,1,7039,2016-11-28,0
14006,Hornets,36,82.0,43.9,9,26.0,34.6,23,31.0,74.2,9,38,47,24,3,4,13,14,104,19.0,0,7040,2016-11-28,1
14007,Grizzlies,36,89.0,40.4,7,29.0,24.1,6,13.0,46.2,8,34,42,21,10,4,12,25,85,-19.0,1,7040,2016-11-28,0
14008,Jazz,40,79.0,50.6,4,18.0,22.2,28,34.0,82.4,12,30,42,19,9,3,12,21,112,9.0,0,7041,2016-11-28,1
14009,Timberwolves,36,81.0,44.4,7,19.0,36.8,24,25.0,96.0,10,29,39,26,8,2,14,23,103,-9.0,1,7041,2016-11-28,0
14010,Hawks,36,85.0,42.4,7,29.0,24.1,21,30.0,70.0,13,37,50,20,11,4,18,22,100,-5.0,0,7042,2016-11-28,0
14011,Warriors,37,85.0,43.5,12,35.0,34.3,19,24.0,79.2,7,34,41,25,6,10,14,20,105,5.0,1,7042,2016-11-28,1
14012,Pistons,45,92.0,48.9,12,28.0,42.9,10,11.0,90.9,9,35,44,21,7,4,11,19,112,23.0,0,7043,2016-11-29,1
14013,Hornets,31,78.0,39.7,9,27.0,33.3,18,21.0,85.7,5,35,40,21,7,5,13,16,89,-23.0,1,7043,2016-11-29,0
14014,Clippers,46,109.0,42.2,13,40.0,32.5,17,22.0,77.3,11,45,56,21,10,3,14,29,122,-5.0,0,7044,2016-11-29,0
14015,Nets,45,104.0,43.3,13,38.0,34.2,24,36.0,66.7,8,46,54,22,9,3,13,23,127,5.0,1,7044,2016-11-29,1
14016,Cavaliers,32,75.0,42.7,14,39.0,35.9,23,31.0,74.2,7,28,35,17,7,6,19,19,101,-17.0,0,7045,2016-11-29,0
14017,Bucks,46,86.0,53.5,7,19.0,36.8,19,23.0,82.6,10,33,43,27,15,6,17,22,118,17.0,1,7045,2016-11-29,1
14018,Lakers,37,87.0,42.5,5,30.0,16.7,9,18.0,50.0,9,38,47,26,8,5,12,17,88,-17.0,0,7046,2016-11-29,0
14019,Pelicans,38,88.0,43.2,8,31.0,25.8,21,25.0,84.0,13,41,54,24,10,3,8,17,105,17.0,1,7046,2016-11-29,1
14020,Magic,39,86.0,45.3,6,15.0,40.0,11,12.0,91.7,9,31,40,25,12,4,13,21,95,12.0,0,7047,2016-11-29,1
14021,Spurs,28,76.0,36.8,5,20.0,25.0,22,26.0,84.6,10,35,45,19,9,4,18,17,83,-12.0,1,7047,2016-11-29,0
14022,Rockets,37,91.0,40.7,11,30.0,36.7,16,22.0,72.7,15,23,38,14,5,6,7,20,101,-19.0,0,7048,2016-11-29,0
14023,Jazz,41,74.0,55.4,15,28.0,53.6,23,27.0,85.2,5,35,40,23,4,5,8,20,120,19.0,1,7048,2016-11-29,1
14024,Pistons,48,87.0,55.2,9,20.0,45.0,16,21.0,76.2,13,39,52,28,4,8,11,19,121,7.0,0,7049,2016-11-30,1
14025,Celtics,40,91.0,44.0,15,42.0,35.7,19,20.0,95.0,9,24,33,26,6,3,5,17,114,-7.0,1,7049,2016-11-30,0
14026,Grizzlies,36,82.0,43.9,11,27.0,40.7,22,26.0,84.6,12,18,30,16,13,1,14,25,105,-15.0,0,7050,2016-11-30,0
14027,Raptors,38,69.0,55.1,16,32.0,50.0,28,33.0,84.8,10,33,43,23,7,4,18,25,120,15.0,1,7050,2016-11-30,1
14028,Lakers,33,81.0,40.7,2,8.0,25.0,28,41.0,68.3,18,42,60,17,12,3,23,24,96,6.0,0,7051,2016-11-30,1
14029,Bulls,32,91.0,35.2,4,21.0,19.0,22,29.0,75.9,14,32,46,22,15,11,14,26,90,-6.0,1,7051,2016-11-30,0
14030,Wizards,44,98.0,44.9,10,28.0,35.7,17,26.0,65.4,11,37,48,25,8,3,11,25,115,-11.0,0,7052,2016-11-30,0
14031,Thunder,46,95.0,48.4,12,30.0,40.0,22,31.0,71.0,9,38,47,28,10,4,13,22,126,11.0,1,7052,2016-11-30,1
14032,Knicks,41,91.0,45.1,13,32.0,40.6,11,15.0,73.3,12,27,39,24,8,3,13,26,106,2.0,0,7053,2016-11-30,1
14033,Timberwolves,34,77.0,44.2,4,19.0,21.1,32,39.0,82.1,11,29,40,17,9,5,15,17,104,-2.0,1,7053,2016-11-30,0
14034,Spurs,33,71.0,46.5,11,19.0,57.9,17,24.0,70.8,7,35,42,16,7,6,11,11,94,7.0,0,7054,2016-11-30,1
14035,Mavericks,33,77.0,42.9,10,30.0,33.3,11,14.0,78.6,8,29,37,16,5,3,11,18,87,-7.0,1,7054,2016-11-30,0
14036,Heat,41,93.0,44.1,9,24.0,37.5,15,26.0,57.7,11,37,48,26,14,7,6,25,106,8.0,0,7055,2016-11-30,1
14037,Nuggets,38,91.0,41.8,7,22.0,31.8,15,24.0,62.5,14,41,55,28,3,7,19,21,98,-8.0,1,7055,2016-11-30,0
14038,Hawks,45,89.0,50.6,9,25.0,36.0,8,10.0,80.0,7,33,40,20,9,6,20,22,107,-2.0,0,7056,2016-11-30,0
14039,Suns,40,89.0,44.9,10,21.0,47.6,19,25.0,76.0,13,28,41,15,11,4,15,17,109,2.0,1,7056,2016-11-30,1
14040,Pacers,36,72.0,50.0,6,14.0,42.9,31,35.0,88.6,4,28,32,19,3,4,15,14,109,-22.0,0,7057,2016-11-30,0
14041,Trail Blazers,51,94.0,54.3,12,32.0,37.5,17,19.0,89.5,14,26,40,29,13,2,6,23,131,22.0,1,7057,2016-11-30,1
14042,Mavericks,32,86.0,37.2,9,31.0,29.0,14,18.0,77.8,9,32,41,18,6,2,11,25,87,-10.0,0,7058,2016-12-01,0
14043,Hornets,35,74.0,47.3,5,18.0,27.8,22,31.0,71.0,4,35,39,24,5,6,10,18,97,10.0,1,7058,2016-12-01,1
14044,Bucks,36,80.0,45.0,15,34.0,44.1,24,29.0,82.8,14,34,48,23,8,10,18,18,111,18.0,0,7059,2016-12-01,1
14045,Nets,34,89.0,38.2,12,40.0,30.0,13,16.0,81.3,12,28,40,20,9,9,17,22,93,-18.0,1,7059,2016-12-01,0
14046,Magic,33,74.0,44.6,6,24.0,25.0,22,31.0,71.0,7,35,42,15,5,9,17,19,94,-1.0,0,7060,2016-12-01,0
14047,Grizzlies,33,79.0,41.8,7,18.0,38.9,22,28.0,78.6,8,31,39,18,9,9,10,25,95,1.0,1,7060,2016-12-01,1
14048,Clippers,42,89.0,47.2,13,31.0,41.9,16,24.0,66.7,14,33,47,33,7,3,11,32,113,19.0,0,7061,2016-12-01,1
14049,Cavaliers,28,69.0,40.6,9,24.0,37.5,29,39.0,74.4,6,30,36,12,5,3,18,24,94,-19.0,1,7061,2016-12-01,0
14050,Heat,44,86.0,51.2,8,19.0,42.1,15,19.0,78.9,13,27,40,16,7,2,6,15,111,1.0,0,7062,2016-12-01,1
14051,Jazz,40,73.0,54.8,17,30.0,56.7,13,17.0,76.5,5,26,31,24,5,8,11,14,110,-1.0,1,7062,2016-12-01,0
14052,Rockets,48,108.0,44.4,14,44.0,31.8,22,30.0,73.3,15,41,56,26,11,4,19,28,132,5.0,0,7063,2016-12-01,1
14053,Warriors,43,104.0,41.3,12,44.0,27.3,29,37.0,78.4,13,41,54,31,12,7,17,27,127,-5.0,1,7063,2016-12-01,0
14054,Magic,37,78.0,47.4,13,26.0,50.0,18,26.0,69.2,7,40,47,24,8,3,10,20,105,17.0,0,7064,2016-12-02,1
14055,76ers,36,95.0,37.9,9,32.0,28.1,7,10.0,70.0,15,31,46,24,3,6,10,18,88,-17.0,1,7064,2016-12-02,0
14056,Kings,33,88.0,37.5,6,26.0,23.1,20,25.0,80.0,14,37,51,22,9,10,14,16,92,-5.0,0,7065,2016-12-02,0
14057,Celtics,36,88.0,40.9,11,28.0,39.3,14,15.0,93.3,11,34,45,25,10,9,13,22,97,5.0,1,7065,2016-12-02,1
14058,Lakers,32,93.0,34.4,6,26.0,23.1,10,17.0,58.8,19,27,46,16,6,2,16,18,80,-33.0,0,7066,2016-12-02,0
14059,Raptors,45,83.0,54.2,12,29.0,41.4,11,13.0,84.6,7,37,44,25,8,5,10,18,113,33.0,1,7066,2016-12-02,1
14060,Timberwolves,41,88.0,46.6,10,28.0,35.7,22,24.0,91.7,13,30,43,25,6,6,14,25,114,-4.0,0,7067,2016-12-02,0
14061,Knicks,41,86.0,47.7,12,31.0,38.7,24,30.0,80.0,11,32,43,26,9,6,15,18,118,4.0,1,7067,2016-12-02,1
14062,Cavaliers,45,83.0,54.2,10,26.0,38.5,5,10.0,50.0,6,27,33,30,5,1,18,15,105,-6.0,0,7068,2016-12-02,0
14063,Bulls,47,96.0,49.0,3,18.0,16.7,14,17.0,82.4,16,33,49,31,11,4,12,16,111,6.0,1,7068,2016-12-02,1
14064,Clippers,45,88.0,51.1,10,24.0,41.7,14,16.0,87.5,12,35,47,27,6,7,9,18,114,18.0,0,7069,2016-12-02,1
14065,Pelicans,39,85.0,45.9,5,20.0,25.0,13,21.0,61.9,10,30,40,21,5,4,11,14,96,-18.0,1,7069,2016-12-02,0
14066,Pistons,48,89.0,53.9,17,29.0,58.6,8,12.0,66.7,11,43,54,28,4,3,15,15,121,36.0,0,7070,2016-12-02,1
14067,Hawks,32,88.0,36.4,6,24.0,25.0,15,20.0,75.0,6,26,32,22,6,2,7,12,85,-36.0,1,7070,2016-12-02,0
14068,Wizards,41,81.0,50.6,7,11.0,63.6,16,18.0,88.9,9,34,43,25,13,3,18,26,105,-2.0,0,7071,2016-12-02,0
14069,Spurs,39,80.0,48.7,8,20.0,40.0,21,33.0,63.6,12,25,37,27,11,4,15,17,107,2.0,1,7071,2016-12-02,1
14070,Rockets,45,88.0,51.1,17,37.0,45.9,21,25.0,84.0,10,31,41,25,11,7,11,14,128,18.0,0,7072,2016-12-02,1
14071,Nuggets,46,104.0,44.2,9,31.0,29.0,9,16.0,56.3,24,30,54,22,5,4,16,20,110,-18.0,1,7072,2016-12-02,0
14072,Nets,34,91.0,37.4,11,41.0,26.8,24,33.0,72.7,10,36,46,21,6,5,14,26,103,-9.0,0,7073,2016-12-03,0
14073,Bucks,40,85.0,47.1,6,24.0,25.0,26,36.0,72.2,7,39,46,25,9,10,11,24,112,9.0,1,7073,2016-12-03,1
14074,Timberwolves,48,106.0,45.3,10,27.0,37.0,19,22.0,86.4,14,37,51,32,10,10,10,19,125,5.0,0,7074,2016-12-03,1
14075,Hornets,44,101.0,43.6,14,36.0,38.9,18,26.0,69.2,13,37,50,30,6,8,14,16,120,-5.0,1,7074,2016-12-03,0
14076,Hawks,35,88.0,39.8,7,28.0,25.0,7,14.0,50.0,13,25,38,21,7,5,18,13,84,-44.0,0,7075,2016-12-03,0
14077,Raptors,53,92.0,57.6,13,24.0,54.2,9,11.0,81.8,12,36,48,28,14,7,12,17,128,44.0,1,7075,2016-12-03,1
14078,Celtics,38,76.0,50.0,8,26.0,30.8,23,29.0,79.3,6,31,37,22,5,3,10,21,107,1.0,0,7076,2016-12-03,1
14079,76ers,35,76.0,46.1,15,33.0,45.5,21,26.0,80.8,8,30,38,20,5,3,15,23,106,-1.0,1,7076,2016-12-03,0
14080,Lakers,35,81.0,43.2,7,21.0,33.3,23,29.0,79.3,14,30,44,16,7,4,18,18,100,-3.0,0,7077,2016-12-03,0
14081,Grizzlies,41,88.0,46.6,10,30.0,33.3,11,15.0,73.3,14,29,43,32,13,7,11,19,103,3.0,1,7077,2016-12-03,1
14082,Bulls,32,71.0,45.1,3,13.0,23.1,15,21.0,71.4,11,32,43,9,4,5,20,22,82,-25.0,0,7078,2016-12-03,0
14083,Mavericks,40,87.0,46.0,13,31.0,41.9,14,18.0,77.8,13,29,42,31,11,2,10,19,107,25.0,1,7078,2016-12-03,1
14084,Nuggets,37,83.0,44.6,13,24.0,54.2,11,14.0,78.6,7,30,37,19,7,5,14,21,98,-7.0,0,7079,2016-12-03,0
14085,Jazz,35,78.0,44.9,9,25.0,36.0,26,28.0,92.9,7,33,40,20,8,3,9,13,105,7.0,1,7079,2016-12-03,1
14086,Heat,38,86.0,44.2,6,22.0,27.3,10,15.0,66.7,8,38,46,23,6,6,13,14,92,-7.0,0,7080,2016-12-03,0
14087,Trail Blazers,36,89.0,40.4,9,24.0,37.5,18,24.0,75.0,12,35,47,19,6,9,8,17,99,7.0,1,7080,2016-12-03,1
14088,Suns,41,91.0,45.1,11,32.0,34.4,16,21.0,76.2,14,22,36,24,8,2,14,29,109,-29.0,0,7081,2016-12-03,0
14089,Warriors,49,78.0,62.8,14,21.0,66.7,26,34.0,76.5,6,32,38,37,9,5,17,19,138,29.0,1,7081,2016-12-03,1
14090,Magic,42,79.0,53.2,7,23.0,30.4,7,14.0,50.0,4,35,39,23,8,7,10,11,98,6.0,0,7082,2016-12-04,1
14091,Pistons,38,86.0,44.2,10,27.0,37.0,6,13.0,46.2,10,34,44,16,8,3,12,12,92,-6.0,1,7082,2016-12-04,0
14092,Pelicans,36,98.0,36.7,6,28.0,21.4,14,19.0,73.7,12,39,51,15,8,6,11,22,92,-9.0,0,7083,2016-12-04,0
14093,Thunder,41,89.0,46.1,6,28.0,21.4,13,26.0,50.0,11,48,59,24,7,5,15,15,101,9.0,1,7083,2016-12-04,1
14094,Kings,31,97.0,32.0,9,28.0,32.1,27,31.0,87.1,18,33,51,18,13,5,11,17,98,-8.0,0,7084,2016-12-04,0
14095,Knicks,39,88.0,44.3,11,29.0,37.9,17,24.0,70.8,14,44,58,20,5,10,18,25,106,8.0,1,7084,2016-12-04,1
14096,Pacers,39,79.0,49.4,5,14.0,35.7,28,35.0,80.0,5,31,36,21,9,2,9,24,111,9.0,0,7085,2016-12-04,1
14097,Clippers,36,81.0,44.4,10,30.0,33.3,20,28.0,71.4,16,35,51,19,5,7,20,24,102,-9.0,1,7085,2016-12-04,0
14098,Nuggets,35,76.0,46.1,10,27.0,37.0,26,34.0,76.5,10,35,45,17,13,8,19,20,106,8.0,0,7086,2016-12-05,1
14099,76ers,35,86.0,40.7,11,31.0,35.5,17,23.0,73.9,12,32,44,20,12,10,17,25,98,-8.0,1,7086,2016-12-05,0
14100,Cavaliers,40,84.0,47.6,14,32.0,43.8,22,27.0,81.5,13,35,48,21,4,3,14,21,116,4.0,0,7087,2016-12-05,1
14101,Raptors,38,88.0,43.2,13,32.0,40.6,23,27.0,85.2,10,23,33,22,8,5,7,22,112,-4.0,1,7087,2016-12-05,0
14102,Wizards,45,92.0,48.9,14,34.0,41.2,14,18.0,77.8,8,27,35,26,17,5,10,22,118,5.0,0,7088,2016-12-05,1
14103,Nets,40,81.0,49.4,11,27.0,40.7,22,30.0,73.3,13,37,50,25,5,3,21,15,113,-5.0,1,7088,2016-12-05,0
14104,Thunder,37,80.0,46.3,10,31.0,32.3,18,28.0,64.3,8,35,43,26,9,5,19,27,102,3.0,0,7089,2016-12-05,1
14105,Hawks,34,77.0,44.2,7,22.0,31.8,24,32.0,75.0,7,29,36,26,13,3,18,24,99,-3.0,1,7089,2016-12-05,0
14106,Trail Blazers,45,93.0,48.4,9,24.0,37.5,13,18.0,72.2,10,28,38,25,9,8,9,27,112,2.0,0,7090,2016-12-05,1
14107,Bulls,35,83.0,42.2,7,23.0,30.4,33,38.0,86.8,15,35,50,16,8,11,15,17,110,-2.0,1,7090,2016-12-05,0
14108,Spurs,40,93.0,43.0,8,28.0,28.6,9,14.0,64.3,12,34,46,26,6,5,14,22,97,1.0,0,7091,2016-12-05,1
14109,Bucks,30,73.0,41.1,6,24.0,25.0,30,34.0,88.2,7,36,43,16,4,7,14,16,96,-1.0,1,7091,2016-12-05,0
14110,Grizzlies,42,104.0,40.4,13,34.0,38.2,13,21.0,61.9,13,48,61,23,8,4,14,22,110,2.0,0,7092,2016-12-05,1
14111,Pelicans,39,99.0,39.4,10,32.0,31.3,20,21.0,95.2,6,48,54,21,7,7,11,15,108,-2.0,1,7092,2016-12-05,0
14112,Celtics,42,99.0,42.4,11,32.0,34.4,11,12.0,91.7,10,32,42,27,7,4,11,20,106,-1.0,0,7093,2016-12-05,0
14113,Rockets,34,76.0,44.7,12,38.0,31.6,27,31.0,87.1,7,39,46,20,8,7,16,14,107,1.0,1,7093,2016-12-05,1
14114,Hornets,40,79.0,50.6,3,18.0,16.7,26,28.0,92.9,9,44,53,21,2,5,12,19,109,8.0,0,7094,2016-12-05,1
14115,Mavericks,37,89.0,41.6,13,36.0,36.1,14,18.0,77.8,9,26,35,23,4,2,7,19,101,-8.0,1,7094,2016-12-05,0
14116,Jazz,38,80.0,47.5,13,32.0,40.6,18,29.0,62.1,11,28,39,26,5,7,12,18,107,6.0,0,7095,2016-12-05,1
14117,Lakers,39,87.0,44.8,5,14.0,35.7,18,23.0,78.3,15,28,43,15,8,1,10,23,101,-6.0,1,7095,2016-12-05,0
14118,Pacers,35,85.0,41.2,3,15.0,20.0,33,35.0,94.3,9,31,40,20,10,5,14,21,106,-36.0,0,7096,2016-12-05,0
14119,Warriors,54,104.0,51.9,14,37.0,37.8,20,26.0,76.9,16,38,54,45,12,13,11,22,142,36.0,1,7096,2016-12-05,1
14120,Magic,43,83.0,51.8,12,26.0,46.2,26,36.0,72.2,8,35,43,24,7,12,11,18,124,8.0,0,7097,2016-12-06,1
14121,Wizards,44,93.0,47.3,11,23.0,47.8,17,24.0,70.8,10,32,42,20,5,2,10,25,116,-8.0,1,7097,2016-12-06,0
14122,Knicks,48,98.0,49.0,7,25.0,28.0,11,16.0,68.8,18,35,53,22,6,6,10,18,114,11.0,0,7098,2016-12-06,1
14123,Heat,38,89.0,42.7,11,25.0,44.0,16,27.0,59.3,16,30,46,21,8,4,10,16,103,-11.0,1,7098,2016-12-06,0
14124,Bulls,33,75.0,44.0,2,15.0,13.3,23,32.0,71.9,9,36,45,15,6,7,14,20,91,-11.0,0,7099,2016-12-06,0
14125,Pistons,40,88.0,45.5,8,21.0,38.1,14,21.0,66.7,9,35,44,24,10,5,9,23,102,11.0,1,7099,2016-12-06,1
14126,76ers,32,82.0,39.0,14,41.0,34.1,13,26.0,50.0,9,36,45,21,5,7,16,27,91,-5.0,0,7100,2016-12-06,0
14127,Grizzlies,33,86.0,38.4,2,17.0,11.8,28,35.0,80.0,12,41,53,18,8,5,13,25,96,5.0,1,7100,2016-12-06,1
14128,Spurs,39,74.0,52.7,11,24.0,45.8,16,19.0,84.2,3,32,35,21,8,3,11,20,105,14.0,0,7101,2016-12-06,1
14129,Timberwolves,36,82.0,43.9,7,20.0,35.0,12,18.0,66.7,11,30,41,19,4,2,15,20,91,-14.0,1,7101,2016-12-06,0
14130,Suns,39,84.0,46.4,6,18.0,33.3,21,25.0,84.0,12,29,41,14,5,0,17,28,105,-7.0,0,7102,2016-12-06,0
14131,Jazz,36,73.0,49.3,12,27.0,44.4,28,32.0,87.5,6,29,35,23,7,7,15,23,112,7.0,1,7102,2016-12-06,1
14132,Pistons,34,89.0,38.2,4,27.0,14.8,5,8.0,62.5,7,50,57,21,3,8,12,18,77,-10.0,0,7103,2016-12-07,0
14133,Hornets,30,88.0,34.1,6,21.0,28.6,21,29.0,72.4,5,46,51,13,7,2,5,11,87,10.0,1,7103,2016-12-07,1
14134,Celtics,43,84.0,51.2,7,26.0,26.9,24,29.0,82.8,11,38,49,29,7,4,10,19,117,30.0,0,7104,2016-12-07,1
14135,Magic,30,81.0,37.0,11,26.0,42.3,16,24.0,66.7,8,29,37,20,7,1,12,26,87,-30.0,1,7104,2016-12-07,0
14136,Nuggets,42,105.0,40.0,11,37.0,29.7,16,21.0,76.2,26,32,58,18,7,2,17,24,111,-5.0,0,7105,2016-12-07,0
14137,Nets,41,85.0,48.2,9,26.0,34.6,25,31.0,80.6,10,32,42,18,11,5,15,19,116,5.0,1,7105,2016-12-07,1
14138,Heat,34,80.0,42.5,11,27.0,40.7,16,20.0,80.0,8,25,33,20,6,6,16,16,95,-8.0,0,7106,2016-12-07,0
14139,Hawks,43,88.0,48.9,4,19.0,21.1,13,15.0,86.7,14,33,47,27,9,9,14,20,103,8.0,1,7106,2016-12-07,1
14140,Trail Blazers,37,85.0,43.5,17,40.0,42.5,16,19.0,84.2,10,34,44,25,7,4,15,22,107,-8.0,0,7107,2016-12-07,0
14141,Bucks,40,77.0,51.9,10,24.0,41.7,25,37.0,67.6,5,36,41,19,8,7,10,13,115,8.0,1,7107,2016-12-07,1
14142,Lakers,34,87.0,39.1,5,20.0,25.0,22,27.0,81.5,14,25,39,14,13,4,27,22,95,-39.0,0,7108,2016-12-07,0
14143,Rockets,51,94.0,54.3,15,36.0,41.7,17,21.0,81.0,15,37,52,35,20,2,20,22,134,39.0,1,7108,2016-12-07,1
14144,Cavaliers,39,80.0,48.7,22,40.0,55.0,26,31.0,83.9,10,36,46,23,11,4,12,18,126,32.0,0,7109,2016-12-07,1
14145,Knicks,35,87.0,40.2,11,31.0,35.5,13,15.0,86.7,13,30,43,22,6,3,16,22,94,-32.0,1,7109,2016-12-07,0
14146,Kings,47,84.0,56.0,10,22.0,45.5,16,21.0,76.2,6,34,40,28,10,3,14,23,120,31.0,0,7110,2016-12-07,1
14147,Mavericks,32,78.0,41.0,10,30.0,33.3,15,20.0,75.0,9,31,40,17,7,5,20,22,89,-31.0,1,7110,2016-12-07,0
14148,Pacers,35,78.0,44.9,7,23.0,30.4,32,41.0,78.0,12,37,49,16,11,3,18,16,109,15.0,0,7111,2016-12-07,1
14149,Suns,34,85.0,40.0,9,33.0,27.3,17,18.0,94.4,9,31,40,17,14,4,19,31,94,-15.0,1,7111,2016-12-07,0
14150,Warriors,42,89.0,47.2,7,31.0,22.6,24,29.0,82.8,12,34,46,32,11,5,10,24,115,17.0,0,7112,2016-12-07,1
14151,Clippers,36,92.0,39.1,8,26.0,30.8,18,24.0,75.0,17,30,47,15,3,2,13,24,98,-17.0,1,7112,2016-12-07,0
14152,Timberwolves,45,88.0,51.1,9,28.0,32.1,11,15.0,73.3,16,27,43,19,3,1,13,26,110,-14.0,0,7113,2016-12-08,0
14153,Raptors,43,87.0,49.4,12,27.0,44.4,26,33.0,78.8,16,26,42,25,5,5,8,19,124,14.0,1,7113,2016-12-08,1
14154,Nuggets,31,76.0,40.8,7,32.0,21.9,16,24.0,66.7,14,31,45,24,8,2,27,24,85,-7.0,0,7114,2016-12-08,0
14155,Wizards,35,78.0,44.9,6,19.0,31.6,16,17.0,94.1,8,27,35,21,11,3,18,20,92,7.0,1,7114,2016-12-08,1
14156,Trail Blazers,25,82.0,30.5,7,28.0,25.0,29,40.0,72.5,13,39,52,13,6,3,12,23,86,-2.0,0,7115,2016-12-08,0
14157,Grizzlies,31,87.0,35.6,6,20.0,30.0,20,30.0,66.7,15,43,58,13,8,2,12,28,88,2.0,1,7115,2016-12-08,1
14158,76ers,39,91.0,42.9,12,40.0,30.0,9,13.0,69.2,11,35,46,27,8,8,10,20,99,11.0,0,7116,2016-12-08,1
14159,Pelicans,33,84.0,39.3,7,25.0,28.0,15,22.0,68.2,11,36,47,18,3,2,12,17,88,-11.0,1,7116,2016-12-08,0
14160,Warriors,39,80.0,48.7,12,29.0,41.4,16,23.0,69.6,9,38,47,26,10,4,16,23,106,7.0,0,7117,2016-12-08,1
14161,Jazz,37,89.0,41.6,10,38.0,26.3,15,21.0,71.4,12,34,46,20,8,2,15,22,99,-7.0,1,7117,2016-12-08,0
14162,Spurs,39,97.0,40.2,9,28.0,32.1,4,5.0,80.0,11,32,43,21,12,8,12,18,91,-4.0,0,7118,2016-12-08,0
14163,Bulls,35,80.0,43.8,4,17.0,23.5,21,27.0,77.8,11,40,51,24,7,5,20,13,95,4.0,1,7118,2016-12-08,1
14164,Magic,34,91.0,37.4,9,34.0,26.5,11,14.0,78.6,9,31,40,22,6,2,8,17,88,-21.0,0,7119,2016-12-09,0
14165,Hornets,41,85.0,48.2,9,22.0,40.9,18,23.0,78.3,13,46,59,23,4,5,12,13,109,21.0,1,7119,2016-12-09,1
14166,Heat,31,90.0,34.4,6,27.0,22.2,16,21.0,76.2,23,23,46,18,6,3,13,18,84,-30.0,0,7120,2016-12-09,0
14167,Cavaliers,46,83.0,55.4,9,24.0,37.5,13,19.0,68.4,11,36,47,23,7,9,11,16,114,30.0,1,7120,2016-12-09,1
14168,Raptors,34,82.0,41.5,9,20.0,45.0,24,27.0,88.9,8,42,50,12,9,2,11,22,101,7.0,0,7121,2016-12-09,1
14169,Celtics,31,83.0,37.3,17,42.0,40.5,15,22.0,68.2,8,38,46,24,5,4,13,18,94,-7.0,1,7121,2016-12-09,0
14170,Hawks,40,84.0,47.6,12,34.0,35.3,22,29.0,75.9,9,37,46,32,7,8,17,11,114,4.0,0,7122,2016-12-09,1
14171,Bucks,44,94.0,46.8,12,28.0,42.9,10,14.0,71.4,9,34,43,26,11,5,15,25,110,-4.0,1,7122,2016-12-09,0
14172,Rockets,36,92.0,39.1,11,42.0,26.2,19,30.0,63.3,16,36,52,26,9,1,15,24,102,3.0,0,7123,2016-12-09,1
14173,Thunder,34,81.0,42.0,7,28.0,25.0,24,31.0,77.4,9,37,46,18,9,5,17,19,99,-3.0,1,7123,2016-12-09,0
14174,Pistons,42,84.0,50.0,14,29.0,48.3,19,23.0,82.6,11,31,42,23,6,1,7,23,117,27.0,0,7124,2016-12-09,1
14175,Timberwolves,37,78.0,47.4,3,16.0,18.8,13,20.0,65.0,7,30,37,19,4,2,12,16,90,-27.0,1,7124,2016-12-09,0
14176,Pacers,32,69.0,46.4,14,25.0,56.0,25,26.0,96.2,4,34,38,21,5,4,13,18,103,-8.0,0,7125,2016-12-09,0
14177,Mavericks,39,80.0,48.7,15,32.0,46.9,18,24.0,75.0,5,28,33,23,8,1,8,19,111,8.0,1,7125,2016-12-09,1
14178,Suns,45,95.0,47.4,13,30.0,43.3,16,21.0,76.2,9,35,44,26,8,8,7,24,119,4.0,0,7126,2016-12-09,1
14179,Lakers,40,87.0,46.0,9,26.0,34.6,26,34.0,76.5,10,39,49,18,4,2,15,21,115,-4.0,1,7126,2016-12-09,0
14180,Knicks,36,84.0,42.9,10,29.0,34.5,21,25.0,84.0,12,42,54,22,3,6,16,25,103,3.0,0,7127,2016-12-09,1
14181,Kings,35,87.0,40.2,7,28.0,25.0,23,27.0,85.2,6,33,39,24,10,1,7,20,100,-3.0,1,7127,2016-12-09,0
14182,Bucks,40,79.0,50.6,13,25.0,52.0,12,15.0,80.0,7,33,40,22,1,3,20,21,105,-5.0,0,7128,2016-12-10,0
14183,Wizards,40,88.0,45.5,8,21.0,38.1,22,28.0,78.6,12,28,40,29,10,3,9,17,110,5.0,1,7128,2016-12-10,1
14184,Nuggets,47,83.0,56.6,8,19.0,42.1,19,25.0,76.0,9,35,44,25,2,4,12,20,121,8.0,0,7129,2016-12-10,1
14185,Magic,43,88.0,48.9,11,27.0,40.7,16,24.0,66.7,5,26,31,27,7,5,5,18,113,-8.0,1,7129,2016-12-10,0
